New Village Created!
<<Sanctuary period: 10 years>>
Year: 00, Villagers: 100, Body Count: 00.
Year: 01, Villagers: 119, Body Count: 00.
Year: 02, Villagers: 141, Body Count: 00.
Year: 03, Villagers: 155, Body Count: 00.
Year: 04, Villagers: 169, Body Count: 00.
Year: 05, Villagers: 178, Body Count: 00.
Year: 06, Villagers: 184, Body Count: 00.
Year: 07, Villagers: 187, Body Count: 00.
Year: 08, Villagers: 192, Body Count: 00.
Year: 09, Villagers: 194, Body Count: 00.
Year: 10, Villagers: 194, Body Count: 00.
<<New Disease: [76,24,46], Fitness: 174033.4>>
Year: 11, Villagers: 195, Body Count: 00.
Year: 12, Villagers: 193, Body Count: 03.
Year: 13, Villagers: 184, Body Count: 09.
Year: 14, Villagers: 157, Body Count: 27.
Year: 15, Villagers: 123, Body Count: 36.
Year: 16, Villagers: 095, Body Count: 33.
Year: 17, Villagers: 070, Body Count: 27.
Year: 18, Villagers: 047, Body Count: 23.
Year: 19, Villagers: 037, Body Count: 13.
Year: 20, Villagers: 027, Body Count: 11.
Year: 21, Villagers: 020, Body Count: 08.
Year: 22, Villagers: 015, Body Count: 06.
Year: 23, Villagers: 013, Body Count: 03.
Year: 24, Villagers: 012, Body Count: 02.
Year: 25, Villagers: 010, Body Count: 03.
Year: 26, Villagers: 009, Body Count: 02.
Year: 27, Villagers: 006, Body Count: 03.
Year: 28, Villagers: 005, Body Count: 01.
<<Sanctuary period: 10 years>>
Year: 29, Villagers: 005, Body Count: 00.
Year: 30, Villagers: 005, Body Count: 00.
Year: 31, Villagers: 005, Body Count: 00.
Year: 32, Villagers: 005, Body Count: 00.
Year: 33, Villagers: 005, Body Count: 00.
Year: 34, Villagers: 005, Body Count: 00.
Year: 35, Villagers: 005, Body Count: 00.
Year: 36, Villagers: 005, Body Count: 00.
Year: 37, Villagers: 005, Body Count: 00.
Year: 38, Villagers: 005, Body Count: 00.
Year: 39, Villagers: 005, Body Count: 00.
<<New Disease: [63,37,42], Fitness: 8578.98>>
Year: 40, Villagers: 005, Body Count: 00.
Year: 41, Villagers: 005, Body Count: 00.
Year: 42, Villagers: 002, Body Count: 03.
<<Sanctuary period: 10 years>>
Year: 43, Villagers: 002, Body Count: 00.
Year: 44, Villagers: 002, Body Count: 00.
Year: 45, Villagers: 002, Body Count: 00.
Year: 46, Villagers: 002, Body Count: 00.
Year: 47, Villagers: 002, Body Count: 00.
Year: 48, Villagers: 002, Body Count: 00.
Year: 49, Villagers: 002, Body Count: 00.
Year: 50, Villagers: 002, Body Count: 00.
Year: 51, Villagers: 001, Body Count: 01.
Year: 52, Villagers: 001, Body Count: 00.
Year: 53, Villagers: 001, Body Count: 00.
<<New Disease: [93,7,46], Fitness: 443.22>>
Year: 54, Villagers: 001, Body Count: 00.
Year: 55, Villagers: 000, Body Count: 01.
Total Body Count: 215, Total Diseases encountered: 3 Average Lifespan: 14 years.
