New Village Created!
Year: 01, Villagers: 100, Body Count: 00.
Year: 02, Villagers: 122, Body Count: 03.
Year: 03, Villagers: 139, Body Count: 07.
Year: 04, Villagers: 154, Body Count: 09.
Year: 05, Villagers: 160, Body Count: 14.
Year: 06, Villagers: 152, Body Count: 18.
Year: 07, Villagers: 128, Body Count: 25.
Year: 08, Villagers: 111, Body Count: 19.
Year: 09, Villagers: 094, Body Count: 17.
Year: 10, Villagers: 083, Body Count: 11.
Year: 11, Villagers: 070, Body Count: 13.
Year: 12, Villagers: 059, Body Count: 11.
Year: 13, Villagers: 050, Body Count: 09.
Year: 14, Villagers: 042, Body Count: 08.
Year: 15, Villagers: 031, Body Count: 11.
Year: 16, Villagers: 025, Body Count: 06.
Year: 17, Villagers: 021, Body Count: 04.
Year: 18, Villagers: 018, Body Count: 03.
Year: 19, Villagers: 016, Body Count: 02.
Year: 20, Villagers: 015, Body Count: 02.
Year: 21, Villagers: 010, Body Count: 05.
Year: 22, Villagers: 009, Body Count: 01.
Year: 23, Villagers: 007, Body Count: 02.
Year: 24, Villagers: 005, Body Count: 02.
Year: 25, Villagers: 003, Body Count: 02.
Year: 26, Villagers: 001, Body Count: 02.
Year: 27, Villagers: 001, Body Count: 00.
Year: 28, Villagers: 001, Body Count: 00.
Year: 29, Villagers: 000, Body Count: 01.
Total Body Count: 207, Total Diseases encountered: 3 Average Lifespan: 8
