New Village Created!
<<Sanctuary period: 15 years>>
Year: 00, Villagers: 100, Body Count: 00.
Year: 01, Villagers: 128, Body Count: 00.
Year: 02, Villagers: 160, Body Count: 00.
Year: 03, Villagers: 185, Body Count: 00.
Year: 04, Villagers: 204, Body Count: 00.
Year: 05, Villagers: 216, Body Count: 00.
Year: 06, Villagers: 221, Body Count: 00.
Year: 07, Villagers: 221, Body Count: 00.
Year: 08, Villagers: 221, Body Count: 00.
Year: 09, Villagers: 221, Body Count: 00.
Year: 10, Villagers: 221, Body Count: 00.
Year: 11, Villagers: 221, Body Count: 00.
Year: 12, Villagers: 221, Body Count: 00.
Year: 13, Villagers: 222, Body Count: 00.
Year: 14, Villagers: 222, Body Count: 00.
Year: 15, Villagers: 225, Body Count: 00.
<<New Disease: [81,19,44], Fitness: 189273.6>>
Year: 16, Villagers: 239, Body Count: 00.
Year: 17, Villagers: 253, Body Count: 02.
Year: 18, Villagers: 253, Body Count: 14.
Year: 19, Villagers: 265, Body Count: 17.
Year: 20, Villagers: 284, Body Count: 17.
Year: 21, Villagers: 294, Body Count: 32.
Year: 22, Villagers: 297, Body Count: 39.
Year: 23, Villagers: 259, Body Count: 65.
Year: 24, Villagers: 223, Body Count: 64.
Year: 25, Villagers: 201, Body Count: 42.
Year: 26, Villagers: 177, Body Count: 42.
Year: 27, Villagers: 139, Body Count: 44.
Year: 28, Villagers: 120, Body Count: 22.
Year: 29, Villagers: 093, Body Count: 32.
Year: 30, Villagers: 072, Body Count: 23.
Year: 31, Villagers: 060, Body Count: 14.
<<New Disease: [35,65,47], Fitness: 60552.3>>
Year: 32, Villagers: 040, Body Count: 22.
Year: 33, Villagers: 032, Body Count: 10.
Year: 34, Villagers: 021, Body Count: 12.
Year: 35, Villagers: 021, Body Count: 00.
Year: 36, Villagers: 022, Body Count: 00.
Year: 37, Villagers: 023, Body Count: 00.
Year: 38, Villagers: 025, Body Count: 00.
Year: 39, Villagers: 029, Body Count: 00.
Year: 40, Villagers: 035, Body Count: 00.
Year: 41, Villagers: 045, Body Count: 00.
Year: 42, Villagers: 050, Body Count: 00.
Year: 43, Villagers: 052, Body Count: 00.
Year: 44, Villagers: 056, Body Count: 01.
Year: 45, Villagers: 059, Body Count: 01.
Year: 46, Villagers: 063, Body Count: 00.
Year: 47, Villagers: 071, Body Count: 01.
Year: 48, Villagers: 076, Body Count: 00.
Year: 49, Villagers: 082, Body Count: 01.
Year: 50, Villagers: 086, Body Count: 00.
<<New Disease: [27,73,16], Fitness: 96192.05>>
Year: 51, Villagers: 087, Body Count: 00.
Year: 52, Villagers: 088, Body Count: 00.
Year: 53, Villagers: 089, Body Count: 02.
Year: 54, Villagers: 091, Body Count: 11.
Year: 55, Villagers: 088, Body Count: 10.
Year: 56, Villagers: 086, Body Count: 11.
Year: 57, Villagers: 079, Body Count: 13.
Year: 58, Villagers: 073, Body Count: 13.
Year: 59, Villagers: 076, Body Count: 05.
Year: 60, Villagers: 081, Body Count: 05.
Year: 61, Villagers: 082, Body Count: 08.
Year: 62, Villagers: 081, Body Count: 10.
Year: 63, Villagers: 081, Body Count: 12.
Year: 64, Villagers: 084, Body Count: 08.
Year: 65, Villagers: 078, Body Count: 15.
Year: 66, Villagers: 076, Body Count: 12.
<<New Disease: [55,45,30], Fitness: 98136>>
Year: 67, Villagers: 070, Body Count: 12.
Year: 68, Villagers: 058, Body Count: 17.
Year: 69, Villagers: 040, Body Count: 20.
Year: 70, Villagers: 024, Body Count: 18.
Year: 71, Villagers: 012, Body Count: 12.
Year: 72, Villagers: 011, Body Count: 01.
Year: 73, Villagers: 005, Body Count: 06.
Year: 74, Villagers: 003, Body Count: 02.
Year: 75, Villagers: 001, Body Count: 02.
Year: 76, Villagers: 000, Body Count: 01.
Total Body Count: 743, Total Diseases encountered: 4 Average Lifespan: 12 years.
