New Village Created!
<<Sanctuary period: 15 years>>
Year: 00, Villagers: 100, Body Count: 00.
Year: 01, Villagers: 121, Body Count: 00.
Year: 02, Villagers: 142, Body Count: 00.
Year: 03, Villagers: 158, Body Count: 00.
Year: 04, Villagers: 172, Body Count: 00.
Year: 05, Villagers: 174, Body Count: 00.
Year: 06, Villagers: 175, Body Count: 00.
Year: 07, Villagers: 176, Body Count: 00.
Year: 08, Villagers: 176, Body Count: 00.
Year: 09, Villagers: 176, Body Count: 00.
Year: 10, Villagers: 177, Body Count: 00.
Year: 11, Villagers: 177, Body Count: 00.
Year: 12, Villagers: 178, Body Count: 00.
Year: 13, Villagers: 179, Body Count: 00.
Year: 14, Villagers: 179, Body Count: 00.
Year: 15, Villagers: 180, Body Count: 00.
<<New Disease: [74,26,38], Fitness: 185168.8>>
Year: 16, Villagers: 190, Body Count: 00.
Year: 17, Villagers: 197, Body Count: 05.
Year: 18, Villagers: 196, Body Count: 20.
Year: 19, Villagers: 193, Body Count: 27.
Year: 20, Villagers: 171, Body Count: 53.
Year: 21, Villagers: 143, Body Count: 54.
Year: 22, Villagers: 128, Body Count: 38.
Year: 23, Villagers: 108, Body Count: 39.
Year: 24, Villagers: 107, Body Count: 20.
Year: 25, Villagers: 106, Body Count: 23.
Year: 26, Villagers: 094, Body Count: 18.
Year: 27, Villagers: 075, Body Count: 24.
Year: 28, Villagers: 061, Body Count: 15.
Year: 29, Villagers: 050, Body Count: 11.
Year: 30, Villagers: 040, Body Count: 11.
Year: 31, Villagers: 026, Body Count: 14.
Year: 32, Villagers: 020, Body Count: 06.
Year: 33, Villagers: 011, Body Count: 09.
Year: 34, Villagers: 009, Body Count: 03.
<<New Disease: [97,3,49], Fitness: 9422.27>>
Year: 35, Villagers: 005, Body Count: 04.
Year: 36, Villagers: 004, Body Count: 01.
<<Sanctuary period: 15 years>>
Year: 37, Villagers: 004, Body Count: 00.
Year: 38, Villagers: 004, Body Count: 00.
Year: 39, Villagers: 004, Body Count: 00.
Year: 40, Villagers: 004, Body Count: 00.
Year: 41, Villagers: 005, Body Count: 00.
Year: 42, Villagers: 005, Body Count: 00.
Year: 43, Villagers: 006, Body Count: 00.
Year: 44, Villagers: 007, Body Count: 00.
Year: 45, Villagers: 009, Body Count: 00.
Year: 46, Villagers: 010, Body Count: 00.
Year: 47, Villagers: 011, Body Count: 00.
Year: 48, Villagers: 014, Body Count: 00.
Year: 49, Villagers: 016, Body Count: 00.
Year: 50, Villagers: 017, Body Count: 00.
Year: 51, Villagers: 019, Body Count: 00.
Year: 52, Villagers: 021, Body Count: 00.
<<New Disease: [60,40,49], Fitness: 8585.403>>
Year: 53, Villagers: 024, Body Count: 00.
Year: 54, Villagers: 028, Body Count: 00.
Year: 55, Villagers: 029, Body Count: 00.
Year: 56, Villagers: 031, Body Count: 00.
Year: 57, Villagers: 033, Body Count: 00.
Year: 58, Villagers: 035, Body Count: 00.
Year: 59, Villagers: 036, Body Count: 00.
Year: 60, Villagers: 037, Body Count: 00.
Year: 61, Villagers: 038, Body Count: 00.
Year: 62, Villagers: 040, Body Count: 00.
Year: 63, Villagers: 042, Body Count: 01.
Year: 64, Villagers: 044, Body Count: 00.
Year: 65, Villagers: 044, Body Count: 00.
Year: 66, Villagers: 045, Body Count: 01.
Year: 67, Villagers: 048, Body Count: 00.
Year: 68, Villagers: 049, Body Count: 01.
Year: 69, Villagers: 054, Body Count: 00.
<<New Disease: [39,61,34], Fitness: 59841.11>>
Year: 70, Villagers: 059, Body Count: 01.
Year: 71, Villagers: 059, Body Count: 08.
Year: 72, Villagers: 039, Body Count: 26.
Year: 73, Villagers: 022, Body Count: 23.
Year: 74, Villagers: 011, Body Count: 12.
Year: 75, Villagers: 007, Body Count: 04.
Year: 76, Villagers: 005, Body Count: 02.
Year: 77, Villagers: 002, Body Count: 03.
Year: 78, Villagers: 001, Body Count: 01.
<<Sanctuary period: 15 years>>
Year: 79, Villagers: 001, Body Count: 00.
Year: 80, Villagers: 001, Body Count: 00.
Year: 81, Villagers: 001, Body Count: 00.
Year: 82, Villagers: 001, Body Count: 00.
Year: 83, Villagers: 001, Body Count: 00.
Year: 84, Villagers: 001, Body Count: 00.
Year: 85, Villagers: 001, Body Count: 00.
Year: 86, Villagers: 001, Body Count: 00.
Year: 87, Villagers: 001, Body Count: 00.
Year: 88, Villagers: 001, Body Count: 00.
Year: 89, Villagers: 001, Body Count: 00.
Year: 90, Villagers: 001, Body Count: 00.
Year: 91, Villagers: 001, Body Count: 00.
Year: 92, Villagers: 001, Body Count: 00.
Year: 93, Villagers: 001, Body Count: 00.
Year: 94, Villagers: 001, Body Count: 00.
<<New Disease: [76,24,49], Fitness: 152>>
Year: 95, Villagers: 000, Body Count: 01.
Total Body Count: 479, Total Diseases encountered: 5 Average Lifespan: 11 years.
