New Village Created!
<<Sanctuary period: 15 years>>
Year: 00, Villagers: 100, Body Count: 00.
Year: 01, Villagers: 125, Body Count: 00.
Year: 02, Villagers: 152, Body Count: 00.
Year: 03, Villagers: 180, Body Count: 00.
Year: 04, Villagers: 191, Body Count: 00.
Year: 05, Villagers: 198, Body Count: 00.
Year: 06, Villagers: 202, Body Count: 00.
Year: 07, Villagers: 205, Body Count: 00.
Year: 08, Villagers: 208, Body Count: 00.
Year: 09, Villagers: 210, Body Count: 00.
Year: 10, Villagers: 210, Body Count: 00.
Year: 11, Villagers: 210, Body Count: 00.
Year: 12, Villagers: 210, Body Count: 00.
Year: 13, Villagers: 210, Body Count: 00.
Year: 14, Villagers: 210, Body Count: 00.
Year: 15, Villagers: 211, Body Count: 00.
<<New Disease: [66,34,46], Fitness: 204355.5>>
Year: 16, Villagers: 216, Body Count: 00.
Year: 17, Villagers: 224, Body Count: 00.
Year: 18, Villagers: 231, Body Count: 07.
Year: 19, Villagers: 232, Body Count: 19.
Year: 20, Villagers: 199, Body Count: 59.
Year: 21, Villagers: 168, Body Count: 62.
Year: 22, Villagers: 135, Body Count: 53.
Year: 23, Villagers: 111, Body Count: 39.
Year: 24, Villagers: 089, Body Count: 33.
Year: 25, Villagers: 061, Body Count: 34.
Year: 26, Villagers: 046, Body Count: 18.
Year: 27, Villagers: 030, Body Count: 17.
Year: 28, Villagers: 015, Body Count: 16.
Year: 29, Villagers: 011, Body Count: 04.
Year: 30, Villagers: 005, Body Count: 06.
Year: 31, Villagers: 002, Body Count: 03.
Year: 32, Villagers: 001, Body Count: 01.
<<Sanctuary period: 15 years>>
Year: 33, Villagers: 001, Body Count: 00.
Year: 34, Villagers: 001, Body Count: 00.
Year: 35, Villagers: 001, Body Count: 00.
Year: 36, Villagers: 001, Body Count: 00.
Year: 37, Villagers: 001, Body Count: 00.
Year: 38, Villagers: 001, Body Count: 00.
Year: 39, Villagers: 001, Body Count: 00.
Year: 40, Villagers: 001, Body Count: 00.
Year: 41, Villagers: 001, Body Count: 00.
Year: 42, Villagers: 001, Body Count: 00.
Year: 43, Villagers: 001, Body Count: 00.
Year: 44, Villagers: 001, Body Count: 00.
Year: 45, Villagers: 001, Body Count: 00.
Year: 46, Villagers: 001, Body Count: 00.
Year: 47, Villagers: 001, Body Count: 00.
Year: 48, Villagers: 001, Body Count: 00.
<<New Disease: [49,51,32], Fitness: 101.92>>
Year: 49, Villagers: 001, Body Count: 00.
Year: 50, Villagers: 001, Body Count: 00.
Year: 51, Villagers: 001, Body Count: 00.
Year: 52, Villagers: 001, Body Count: 00.
<<Sanctuary period: 15 years>>
Year: 53, Villagers: 001, Body Count: 00.
Year: 54, Villagers: 001, Body Count: 00.
Year: 55, Villagers: 001, Body Count: 00.
Year: 56, Villagers: 001, Body Count: 00.
Year: 57, Villagers: 001, Body Count: 00.
Year: 58, Villagers: 001, Body Count: 00.
Year: 59, Villagers: 001, Body Count: 00.
Year: 60, Villagers: 001, Body Count: 00.
Year: 61, Villagers: 001, Body Count: 00.
Year: 62, Villagers: 001, Body Count: 00.
Year: 63, Villagers: 001, Body Count: 00.
Year: 64, Villagers: 001, Body Count: 00.
Year: 65, Villagers: 001, Body Count: 00.
Year: 66, Villagers: 001, Body Count: 00.
Year: 67, Villagers: 001, Body Count: 00.
Year: 68, Villagers: 000, Body Count: 01.
Total Body Count: 372, Total Diseases encountered: 2 Average Lifespan: 13 years.
