New Village Created!
<<Sanctuary period: 15 years>>
Year: 00, Villagers: 050, Body Count: 00.
Year: 01, Villagers: 059, Body Count: 00.
Year: 02, Villagers: 071, Body Count: 00.
Year: 03, Villagers: 085, Body Count: 00.
Year: 04, Villagers: 094, Body Count: 00.
Year: 05, Villagers: 096, Body Count: 00.
Year: 06, Villagers: 097, Body Count: 00.
Year: 07, Villagers: 097, Body Count: 00.
Year: 08, Villagers: 097, Body Count: 00.
Year: 09, Villagers: 097, Body Count: 00.
Year: 10, Villagers: 098, Body Count: 00.
Year: 11, Villagers: 098, Body Count: 00.
Year: 12, Villagers: 099, Body Count: 00.
Year: 13, Villagers: 099, Body Count: 00.
Year: 14, Villagers: 099, Body Count: 00.
Year: 15, Villagers: 099, Body Count: 00.
<<New Disease: [78,22,46], Fitness: 92722.53>>
Year: 16, Villagers: 100, Body Count: 00.
Year: 17, Villagers: 102, Body Count: 04.
Year: 18, Villagers: 095, Body Count: 11.
Year: 19, Villagers: 088, Body Count: 13.
Year: 20, Villagers: 076, Body Count: 20.
Year: 21, Villagers: 071, Body Count: 14.
Year: 22, Villagers: 060, Body Count: 19.
Year: 23, Villagers: 052, Body Count: 12.
Year: 24, Villagers: 044, Body Count: 13.
Year: 25, Villagers: 032, Body Count: 13.
Year: 26, Villagers: 028, Body Count: 04.
Year: 27, Villagers: 022, Body Count: 06.
Year: 28, Villagers: 018, Body Count: 04.
Year: 29, Villagers: 017, Body Count: 01.
Year: 30, Villagers: 014, Body Count: 03.
Year: 31, Villagers: 011, Body Count: 03.
Year: 32, Villagers: 009, Body Count: 02.
Year: 33, Villagers: 006, Body Count: 03.
<<Sanctuary period: 15 years>>
Year: 34, Villagers: 006, Body Count: 00.
Year: 35, Villagers: 006, Body Count: 00.
Year: 36, Villagers: 006, Body Count: 00.
Year: 37, Villagers: 006, Body Count: 00.
Year: 38, Villagers: 006, Body Count: 00.
Year: 39, Villagers: 006, Body Count: 00.
Year: 40, Villagers: 006, Body Count: 00.
Year: 41, Villagers: 006, Body Count: 00.
Year: 42, Villagers: 006, Body Count: 00.
Year: 43, Villagers: 006, Body Count: 00.
Year: 44, Villagers: 005, Body Count: 01.
Year: 45, Villagers: 004, Body Count: 01.
Year: 46, Villagers: 003, Body Count: 01.
Year: 47, Villagers: 003, Body Count: 00.
Year: 48, Villagers: 002, Body Count: 01.
Year: 49, Villagers: 002, Body Count: 00.
<<New Disease: [71,29,36], Fitness: 949.32>>
Year: 50, Villagers: 002, Body Count: 00.
Year: 51, Villagers: 000, Body Count: 02.
Total Body Count: 151, Total Diseases encountered: 2 Average Lifespan: 15 years.
