New Village Created!
<<Sanctuary period: 15 years>>
Year: 00, Villagers: 050, Body Count: 00.
Year: 01, Villagers: 064, Body Count: 00.
Year: 02, Villagers: 080, Body Count: 00.
Year: 03, Villagers: 095, Body Count: 00.
Year: 04, Villagers: 110, Body Count: 00.
Year: 05, Villagers: 120, Body Count: 00.
Year: 06, Villagers: 123, Body Count: 00.
Year: 07, Villagers: 124, Body Count: 00.
Year: 08, Villagers: 124, Body Count: 00.
Year: 09, Villagers: 126, Body Count: 00.
Year: 10, Villagers: 126, Body Count: 00.
Year: 11, Villagers: 126, Body Count: 00.
Year: 12, Villagers: 126, Body Count: 00.
Year: 13, Villagers: 126, Body Count: 00.
Year: 14, Villagers: 126, Body Count: 00.
Year: 15, Villagers: 127, Body Count: 00.
<<New Disease: [66,34,38], Fitness: 136616.1>>
Year: 16, Villagers: 135, Body Count: 00.
Year: 17, Villagers: 136, Body Count: 03.
Year: 18, Villagers: 132, Body Count: 14.
Year: 19, Villagers: 099, Body Count: 43.
Year: 20, Villagers: 068, Body Count: 44.
Year: 21, Villagers: 053, Body Count: 24.
Year: 22, Villagers: 040, Body Count: 18.
Year: 23, Villagers: 035, Body Count: 11.
Year: 24, Villagers: 022, Body Count: 15.
Year: 25, Villagers: 021, Body Count: 02.
Year: 26, Villagers: 011, Body Count: 11.
Year: 27, Villagers: 005, Body Count: 07.
Year: 28, Villagers: 002, Body Count: 03.
Year: 29, Villagers: 001, Body Count: 01.
<<Sanctuary period: 15 years>>
Year: 30, Villagers: 001, Body Count: 00.
Year: 31, Villagers: 001, Body Count: 00.
Year: 32, Villagers: 001, Body Count: 00.
Year: 33, Villagers: 001, Body Count: 00.
Year: 34, Villagers: 001, Body Count: 00.
Year: 35, Villagers: 001, Body Count: 00.
Year: 36, Villagers: 001, Body Count: 00.
Year: 37, Villagers: 001, Body Count: 00.
Year: 38, Villagers: 001, Body Count: 00.
Year: 39, Villagers: 001, Body Count: 00.
Year: 40, Villagers: 001, Body Count: 00.
Year: 41, Villagers: 001, Body Count: 00.
Year: 42, Villagers: 001, Body Count: 00.
Year: 43, Villagers: 001, Body Count: 00.
Year: 44, Villagers: 001, Body Count: 00.
Year: 45, Villagers: 001, Body Count: 00.
<<New Disease: [87,13,47], Fitness: 566.22>>
Year: 46, Villagers: 001, Body Count: 00.
Year: 47, Villagers: 000, Body Count: 01.
Total Body Count: 197, Total Diseases encountered: 2 Average Lifespan: 13 years.
