New Village Created!
<<Sanctuary period: 15 years>>
Year: 00, Villagers: 050, Body Count: 00.
Year: 01, Villagers: 057, Body Count: 00.
Year: 02, Villagers: 067, Body Count: 00.
Year: 03, Villagers: 071, Body Count: 00.
Year: 04, Villagers: 074, Body Count: 00.
Year: 05, Villagers: 075, Body Count: 00.
Year: 06, Villagers: 079, Body Count: 00.
Year: 07, Villagers: 081, Body Count: 00.
Year: 08, Villagers: 084, Body Count: 00.
Year: 09, Villagers: 086, Body Count: 00.
Year: 10, Villagers: 086, Body Count: 00.
Year: 11, Villagers: 086, Body Count: 00.
Year: 12, Villagers: 086, Body Count: 00.
Year: 13, Villagers: 087, Body Count: 00.
Year: 14, Villagers: 088, Body Count: 00.
Year: 15, Villagers: 088, Body Count: 00.
<<New Disease: [53,47,44], Fitness: 29537.92>>
Year: 16, Villagers: 090, Body Count: 00.
Year: 17, Villagers: 093, Body Count: 00.
Year: 18, Villagers: 092, Body Count: 07.
Year: 19, Villagers: 097, Body Count: 01.
Year: 20, Villagers: 101, Body Count: 05.
Year: 21, Villagers: 107, Body Count: 00.
Year: 22, Villagers: 109, Body Count: 08.
Year: 23, Villagers: 113, Body Count: 08.
Year: 24, Villagers: 123, Body Count: 04.
Year: 25, Villagers: 132, Body Count: 06.
Year: 26, Villagers: 144, Body Count: 06.
Year: 27, Villagers: 157, Body Count: 05.
Year: 28, Villagers: 173, Body Count: 00.
Year: 29, Villagers: 185, Body Count: 00.
Year: 30, Villagers: 194, Body Count: 00.
Year: 31, Villagers: 205, Body Count: 00.
<<New Disease: [6,94,7], Fitness: 235923.7>>
Year: 32, Villagers: 217, Body Count: 00.
Year: 33, Villagers: 232, Body Count: 00.
Year: 34, Villagers: 248, Body Count: 01.
Year: 35, Villagers: 263, Body Count: 04.
Year: 36, Villagers: 263, Body Count: 21.
Year: 37, Villagers: 246, Body Count: 34.
Year: 38, Villagers: 229, Body Count: 36.
Year: 39, Villagers: 216, Body Count: 34.
Year: 40, Villagers: 213, Body Count: 32.
Year: 41, Villagers: 229, Body Count: 15.
Year: 42, Villagers: 228, Body Count: 31.
Year: 43, Villagers: 218, Body Count: 32.
Year: 44, Villagers: 201, Body Count: 35.
Year: 45, Villagers: 186, Body Count: 31.
Year: 46, Villagers: 171, Body Count: 26.
Year: 47, Villagers: 160, Body Count: 23.
<<New Disease: [73,27,43], Fitness: 224191.4>>
Year: 48, Villagers: 140, Body Count: 31.
Year: 49, Villagers: 130, Body Count: 19.
Year: 50, Villagers: 124, Body Count: 14.
Year: 51, Villagers: 110, Body Count: 16.
Year: 52, Villagers: 102, Body Count: 11.
Year: 53, Villagers: 099, Body Count: 04.
Year: 54, Villagers: 095, Body Count: 06.
Year: 55, Villagers: 095, Body Count: 04.
Year: 56, Villagers: 096, Body Count: 02.
Year: 57, Villagers: 096, Body Count: 03.
Year: 58, Villagers: 097, Body Count: 02.
Year: 59, Villagers: 096, Body Count: 06.
Year: 60, Villagers: 091, Body Count: 08.
Year: 61, Villagers: 082, Body Count: 12.
Year: 62, Villagers: 073, Body Count: 10.
Year: 63, Villagers: 065, Body Count: 11.
Year: 64, Villagers: 058, Body Count: 07.
Year: 65, Villagers: 047, Body Count: 13.
Year: 66, Villagers: 040, Body Count: 09.
<<New Disease: [80,20,41], Fitness: 26755.56>>
Year: 67, Villagers: 025, Body Count: 16.
Year: 68, Villagers: 017, Body Count: 08.
Year: 69, Villagers: 015, Body Count: 02.
Year: 70, Villagers: 015, Body Count: 01.
Year: 71, Villagers: 015, Body Count: 00.
Year: 72, Villagers: 015, Body Count: 00.
Year: 73, Villagers: 014, Body Count: 01.
Year: 74, Villagers: 012, Body Count: 02.
<<Sanctuary period: 15 years>>
Year: 75, Villagers: 011, Body Count: 01.
Year: 76, Villagers: 011, Body Count: 00.
Year: 77, Villagers: 011, Body Count: 00.
Year: 78, Villagers: 011, Body Count: 00.
Year: 79, Villagers: 010, Body Count: 01.
Year: 80, Villagers: 009, Body Count: 01.
Year: 81, Villagers: 009, Body Count: 00.
Year: 82, Villagers: 009, Body Count: 00.
Year: 83, Villagers: 009, Body Count: 00.
Year: 84, Villagers: 008, Body Count: 01.
Year: 85, Villagers: 007, Body Count: 01.
Year: 86, Villagers: 003, Body Count: 04.
Year: 87, Villagers: 003, Body Count: 00.
Year: 88, Villagers: 003, Body Count: 00.
Year: 89, Villagers: 002, Body Count: 01.
Year: 90, Villagers: 002, Body Count: 00.
<<New Disease: [59,41,39], Fitness: 236>>
Year: 91, Villagers: 000, Body Count: 02.
Total Body Count: 635, Total Diseases encountered: 5 Average Lifespan: 14 years.
