New Village Created!
<<Sanctuary period: 10 years>>
Year: 00, Villagers: 050, Body Count: 00.
Year: 01, Villagers: 059, Body Count: 00.
Year: 02, Villagers: 070, Body Count: 00.
Year: 03, Villagers: 080, Body Count: 00.
Year: 04, Villagers: 089, Body Count: 00.
Year: 05, Villagers: 095, Body Count: 00.
Year: 06, Villagers: 099, Body Count: 00.
Year: 07, Villagers: 100, Body Count: 00.
Year: 08, Villagers: 101, Body Count: 00.
Year: 09, Villagers: 103, Body Count: 00.
Year: 10, Villagers: 103, Body Count: 00.
<<New Disease: [74,26,42], Fitness: 77732.02>>
Year: 11, Villagers: 104, Body Count: 00.
Year: 12, Villagers: 097, Body Count: 07.
Year: 13, Villagers: 084, Body Count: 13.
Year: 14, Villagers: 066, Body Count: 18.
Year: 15, Villagers: 055, Body Count: 11.
Year: 16, Villagers: 046, Body Count: 10.
Year: 17, Villagers: 032, Body Count: 16.
Year: 18, Villagers: 027, Body Count: 06.
Year: 19, Villagers: 020, Body Count: 08.
Year: 20, Villagers: 018, Body Count: 04.
Year: 21, Villagers: 018, Body Count: 05.
Year: 22, Villagers: 015, Body Count: 06.
Year: 23, Villagers: 011, Body Count: 05.
Year: 24, Villagers: 010, Body Count: 02.
Year: 25, Villagers: 005, Body Count: 05.
<<Sanctuary period: 10 years>>
Year: 26, Villagers: 005, Body Count: 00.
Year: 27, Villagers: 005, Body Count: 00.
Year: 28, Villagers: 005, Body Count: 00.
Year: 29, Villagers: 005, Body Count: 00.
Year: 30, Villagers: 005, Body Count: 00.
Year: 31, Villagers: 005, Body Count: 00.
Year: 32, Villagers: 005, Body Count: 00.
Year: 33, Villagers: 005, Body Count: 00.
Year: 34, Villagers: 005, Body Count: 00.
Year: 35, Villagers: 005, Body Count: 00.
Year: 36, Villagers: 005, Body Count: 00.
<<New Disease: [44,56,22], Fitness: 3397.12>>
Year: 37, Villagers: 005, Body Count: 00.
Year: 38, Villagers: 005, Body Count: 00.
Year: 39, Villagers: 006, Body Count: 00.
Year: 40, Villagers: 004, Body Count: 03.
Year: 41, Villagers: 003, Body Count: 01.
Year: 42, Villagers: 001, Body Count: 02.
Year: 43, Villagers: 000, Body Count: 01.
Total Body Count: 123, Total Diseases encountered: 2 Average Lifespan: 13 years.
