New Village Created!
<<Sanctuary period: 10 years>>
Year: 00, Villagers: 050, Body Count: 00.
Year: 01, Villagers: 061, Body Count: 00.
Year: 02, Villagers: 075, Body Count: 00.
Year: 03, Villagers: 087, Body Count: 00.
Year: 04, Villagers: 099, Body Count: 00.
Year: 05, Villagers: 101, Body Count: 00.
Year: 06, Villagers: 103, Body Count: 00.
Year: 07, Villagers: 103, Body Count: 00.
Year: 08, Villagers: 103, Body Count: 00.
Year: 09, Villagers: 104, Body Count: 00.
Year: 10, Villagers: 104, Body Count: 00.
<<New Disease: [68,32,46], Fitness: 107172.4>>
Year: 11, Villagers: 104, Body Count: 00.
Year: 12, Villagers: 098, Body Count: 06.
Year: 13, Villagers: 078, Body Count: 20.
Year: 14, Villagers: 057, Body Count: 21.
Year: 15, Villagers: 036, Body Count: 22.
Year: 16, Villagers: 018, Body Count: 18.
Year: 17, Villagers: 014, Body Count: 04.
Year: 18, Villagers: 009, Body Count: 05.
Year: 19, Villagers: 005, Body Count: 04.
Year: 20, Villagers: 003, Body Count: 02.
<<Sanctuary period: 10 years>>
Year: 21, Villagers: 003, Body Count: 00.
Year: 22, Villagers: 003, Body Count: 00.
Year: 23, Villagers: 002, Body Count: 01.
Year: 24, Villagers: 002, Body Count: 00.
Year: 25, Villagers: 002, Body Count: 00.
Year: 26, Villagers: 002, Body Count: 00.
Year: 27, Villagers: 002, Body Count: 00.
Year: 28, Villagers: 002, Body Count: 00.
Year: 29, Villagers: 002, Body Count: 00.
Year: 30, Villagers: 002, Body Count: 00.
Year: 31, Villagers: 002, Body Count: 00.
<<New Disease: [91,9,49], Fitness: 1012.23>>
Year: 32, Villagers: 002, Body Count: 00.
Year: 33, Villagers: 001, Body Count: 01.
<<Sanctuary period: 10 years>>
Year: 34, Villagers: 001, Body Count: 00.
Year: 35, Villagers: 001, Body Count: 00.
Year: 36, Villagers: 001, Body Count: 00.
Year: 37, Villagers: 001, Body Count: 00.
Year: 38, Villagers: 001, Body Count: 00.
Year: 39, Villagers: 001, Body Count: 00.
Year: 40, Villagers: 001, Body Count: 00.
Year: 41, Villagers: 001, Body Count: 00.
Year: 42, Villagers: 001, Body Count: 00.
Year: 43, Villagers: 001, Body Count: 00.
Year: 44, Villagers: 000, Body Count: 01.
Total Body Count: 105, Total Diseases encountered: 2 Average Lifespan: 14 years.
