New Village Created!
<<Sanctuary period: 10 years>>
Year: 00, Villagers: 050, Body Count: 00.
Year: 01, Villagers: 060, Body Count: 00.
Year: 02, Villagers: 072, Body Count: 00.
Year: 03, Villagers: 083, Body Count: 00.
Year: 04, Villagers: 092, Body Count: 00.
Year: 05, Villagers: 093, Body Count: 00.
Year: 06, Villagers: 095, Body Count: 00.
Year: 07, Villagers: 095, Body Count: 00.
Year: 08, Villagers: 095, Body Count: 00.
Year: 09, Villagers: 095, Body Count: 00.
Year: 10, Villagers: 095, Body Count: 00.
<<New Disease: [86,14,46], Fitness: 77616.11>>
Year: 11, Villagers: 095, Body Count: 00.
Year: 12, Villagers: 092, Body Count: 03.
Year: 13, Villagers: 089, Body Count: 03.
Year: 14, Villagers: 082, Body Count: 07.
Year: 15, Villagers: 073, Body Count: 09.
Year: 16, Villagers: 060, Body Count: 13.
Year: 17, Villagers: 050, Body Count: 11.
Year: 18, Villagers: 041, Body Count: 09.
Year: 19, Villagers: 040, Body Count: 03.
<<Sanctuary period: 10 years>>
Year: 20, Villagers: 043, Body Count: 00.
Year: 21, Villagers: 044, Body Count: 02.
Year: 22, Villagers: 044, Body Count: 03.
Year: 23, Villagers: 044, Body Count: 02.
Year: 24, Villagers: 044, Body Count: 01.
Year: 25, Villagers: 044, Body Count: 01.
Year: 26, Villagers: 040, Body Count: 05.
Year: 27, Villagers: 039, Body Count: 03.
Year: 28, Villagers: 040, Body Count: 00.
Year: 29, Villagers: 041, Body Count: 00.
Year: 30, Villagers: 042, Body Count: 00.
<<New Disease: [83,17,42], Fitness: 36429.98>>
Year: 31, Villagers: 043, Body Count: 00.
Year: 32, Villagers: 043, Body Count: 02.
Year: 33, Villagers: 043, Body Count: 04.
Year: 34, Villagers: 041, Body Count: 04.
Year: 35, Villagers: 037, Body Count: 06.
Year: 36, Villagers: 028, Body Count: 10.
Year: 37, Villagers: 024, Body Count: 07.
Year: 38, Villagers: 022, Body Count: 03.
Year: 39, Villagers: 020, Body Count: 03.
Year: 40, Villagers: 016, Body Count: 05.
Year: 41, Villagers: 014, Body Count: 03.
Year: 42, Villagers: 011, Body Count: 03.
Year: 43, Villagers: 010, Body Count: 01.
<<Sanctuary period: 10 years>>
Year: 44, Villagers: 009, Body Count: 01.
Year: 45, Villagers: 009, Body Count: 00.
Year: 46, Villagers: 008, Body Count: 01.
Year: 47, Villagers: 007, Body Count: 01.
Year: 48, Villagers: 007, Body Count: 00.
Year: 49, Villagers: 007, Body Count: 00.
Year: 50, Villagers: 007, Body Count: 00.
Year: 51, Villagers: 007, Body Count: 00.
Year: 52, Villagers: 007, Body Count: 00.
Year: 53, Villagers: 007, Body Count: 00.
Year: 54, Villagers: 007, Body Count: 00.
<<New Disease: [92,8,48], Fitness: 2758.56>>
Year: 55, Villagers: 007, Body Count: 00.
Year: 56, Villagers: 006, Body Count: 01.
<<Sanctuary period: 10 years>>
Year: 57, Villagers: 006, Body Count: 00.
Year: 58, Villagers: 006, Body Count: 00.
Year: 59, Villagers: 006, Body Count: 00.
Year: 60, Villagers: 006, Body Count: 00.
Year: 61, Villagers: 006, Body Count: 00.
Year: 62, Villagers: 006, Body Count: 00.
Year: 63, Villagers: 006, Body Count: 00.
Year: 64, Villagers: 006, Body Count: 00.
Year: 65, Villagers: 005, Body Count: 01.
Year: 66, Villagers: 005, Body Count: 00.
Year: 67, Villagers: 005, Body Count: 00.
<<New Disease: [39,61,20], Fitness: 2853>>
Year: 68, Villagers: 005, Body Count: 00.
Year: 69, Villagers: 004, Body Count: 01.
Year: 70, Villagers: 004, Body Count: 00.
Year: 71, Villagers: 004, Body Count: 00.
Year: 72, Villagers: 001, Body Count: 03.
Year: 73, Villagers: 001, Body Count: 00.
Year: 74, Villagers: 000, Body Count: 01.
Total Body Count: 136, Total Diseases encountered: 4 Average Lifespan: 19 years.
