New Village Created!
<<Sanctuary period: 10 years>>
Year: 00, Villagers: 050, Body Count: 00.
Year: 01, Villagers: 061, Body Count: 00.
Year: 02, Villagers: 071, Body Count: 00.
Year: 03, Villagers: 084, Body Count: 00.
Year: 04, Villagers: 095, Body Count: 00.
Year: 05, Villagers: 098, Body Count: 00.
Year: 06, Villagers: 100, Body Count: 00.
Year: 07, Villagers: 103, Body Count: 00.
Year: 08, Villagers: 104, Body Count: 00.
Year: 09, Villagers: 104, Body Count: 00.
Year: 10, Villagers: 104, Body Count: 00.
<<New Disease: [63,37,31], Fitness: 98967.95>>
Year: 11, Villagers: 104, Body Count: 00.
Year: 12, Villagers: 100, Body Count: 04.
Year: 13, Villagers: 078, Body Count: 22.
Year: 14, Villagers: 044, Body Count: 34.
Year: 15, Villagers: 029, Body Count: 18.
Year: 16, Villagers: 018, Body Count: 12.
Year: 17, Villagers: 011, Body Count: 08.
Year: 18, Villagers: 007, Body Count: 04.
<<Sanctuary period: 10 years>>
Year: 19, Villagers: 007, Body Count: 00.
Year: 20, Villagers: 008, Body Count: 00.
Year: 21, Villagers: 009, Body Count: 00.
Year: 22, Villagers: 008, Body Count: 01.
Year: 23, Villagers: 009, Body Count: 00.
Year: 24, Villagers: 010, Body Count: 00.
Year: 25, Villagers: 010, Body Count: 01.
Year: 26, Villagers: 010, Body Count: 00.
Year: 27, Villagers: 011, Body Count: 00.
Year: 28, Villagers: 012, Body Count: 00.
Year: 29, Villagers: 013, Body Count: 00.
<<New Disease: [35,65,23], Fitness: 10708.25>>
Year: 30, Villagers: 014, Body Count: 00.
Year: 31, Villagers: 015, Body Count: 00.
Year: 32, Villagers: 016, Body Count: 00.
Year: 33, Villagers: 016, Body Count: 00.
Year: 34, Villagers: 017, Body Count: 00.
Year: 35, Villagers: 018, Body Count: 00.
Year: 36, Villagers: 019, Body Count: 00.
Year: 37, Villagers: 020, Body Count: 00.
Year: 38, Villagers: 021, Body Count: 00.
Year: 39, Villagers: 021, Body Count: 00.
Year: 40, Villagers: 022, Body Count: 00.
<<New Disease: [52,48,38], Fitness: 24942.59>>
Year: 41, Villagers: 015, Body Count: 08.
Year: 42, Villagers: 016, Body Count: 00.
Year: 43, Villagers: 017, Body Count: 00.
Year: 44, Villagers: 018, Body Count: 00.
Year: 45, Villagers: 018, Body Count: 00.
Year: 46, Villagers: 019, Body Count: 00.
Year: 47, Villagers: 018, Body Count: 01.
Year: 48, Villagers: 020, Body Count: 00.
Year: 49, Villagers: 021, Body Count: 00.
Year: 50, Villagers: 021, Body Count: 00.
Year: 51, Villagers: 021, Body Count: 01.
<<New Disease: [8,92,11], Fitness: 27428.55>>
Year: 52, Villagers: 026, Body Count: 00.
Year: 53, Villagers: 027, Body Count: 00.
Year: 54, Villagers: 028, Body Count: 01.
Year: 55, Villagers: 028, Body Count: 02.
Year: 56, Villagers: 028, Body Count: 01.
Year: 57, Villagers: 024, Body Count: 05.
Year: 58, Villagers: 024, Body Count: 02.
Year: 59, Villagers: 021, Body Count: 04.
Year: 60, Villagers: 021, Body Count: 02.
Year: 61, Villagers: 021, Body Count: 01.
Year: 62, Villagers: 022, Body Count: 01.
Year: 63, Villagers: 022, Body Count: 04.
Year: 64, Villagers: 022, Body Count: 02.
Year: 65, Villagers: 022, Body Count: 02.
Year: 66, Villagers: 021, Body Count: 03.
Year: 67, Villagers: 019, Body Count: 02.
Year: 68, Villagers: 016, Body Count: 03.
Year: 69, Villagers: 013, Body Count: 03.
<<Sanctuary period: 10 years>>
Year: 70, Villagers: 012, Body Count: 01.
Year: 71, Villagers: 011, Body Count: 01.
Year: 72, Villagers: 010, Body Count: 01.
Year: 73, Villagers: 009, Body Count: 01.
Year: 74, Villagers: 009, Body Count: 00.
Year: 75, Villagers: 009, Body Count: 00.
Year: 76, Villagers: 009, Body Count: 00.
Year: 77, Villagers: 009, Body Count: 00.
Year: 78, Villagers: 008, Body Count: 01.
Year: 79, Villagers: 007, Body Count: 01.
Year: 80, Villagers: 006, Body Count: 01.
<<New Disease: [66,34,41], Fitness: 1451.76>>
Year: 81, Villagers: 004, Body Count: 02.
Year: 82, Villagers: 001, Body Count: 03.
<<Sanctuary period: 10 years>>
Year: 83, Villagers: 001, Body Count: 00.
Year: 84, Villagers: 001, Body Count: 00.
Year: 85, Villagers: 001, Body Count: 00.
Year: 86, Villagers: 000, Body Count: 01.
Total Body Count: 165, Total Diseases encountered: 5 Average Lifespan: 14 years.
