New Village Created!
<<Sanctuary period: 10 years>>
Year: 00, Villagers: 050, Body Count: 00.
Year: 01, Villagers: 066, Body Count: 00.
Year: 02, Villagers: 080, Body Count: 00.
Year: 03, Villagers: 091, Body Count: 00.
Year: 04, Villagers: 098, Body Count: 00.
Year: 05, Villagers: 100, Body Count: 00.
Year: 06, Villagers: 101, Body Count: 00.
Year: 07, Villagers: 101, Body Count: 00.
Year: 08, Villagers: 101, Body Count: 00.
Year: 09, Villagers: 101, Body Count: 00.
Year: 10, Villagers: 101, Body Count: 00.
<<New Disease: [75,25,41], Fitness: 82035.75>>
Year: 11, Villagers: 101, Body Count: 00.
Year: 12, Villagers: 098, Body Count: 03.
Year: 13, Villagers: 091, Body Count: 07.
Year: 14, Villagers: 072, Body Count: 19.
Year: 15, Villagers: 056, Body Count: 17.
Year: 16, Villagers: 045, Body Count: 13.
Year: 17, Villagers: 039, Body Count: 08.
Year: 18, Villagers: 031, Body Count: 10.
Year: 19, Villagers: 028, Body Count: 06.
Year: 20, Villagers: 021, Body Count: 12.
Year: 21, Villagers: 019, Body Count: 06.
Year: 22, Villagers: 016, Body Count: 06.
Year: 23, Villagers: 012, Body Count: 04.
Year: 24, Villagers: 010, Body Count: 02.
Year: 25, Villagers: 008, Body Count: 02.
Year: 26, Villagers: 006, Body Count: 02.
Year: 27, Villagers: 003, Body Count: 03.
<<Sanctuary period: 10 years>>
Year: 28, Villagers: 003, Body Count: 00.
Year: 29, Villagers: 003, Body Count: 00.
Year: 30, Villagers: 004, Body Count: 00.
Year: 31, Villagers: 004, Body Count: 00.
Year: 32, Villagers: 005, Body Count: 00.
Year: 33, Villagers: 005, Body Count: 00.
Year: 34, Villagers: 006, Body Count: 00.
Year: 35, Villagers: 007, Body Count: 00.
Year: 36, Villagers: 007, Body Count: 00.
Year: 37, Villagers: 008, Body Count: 00.
Year: 38, Villagers: 009, Body Count: 00.
<<New Disease: [26,74,19], Fitness: 3426.023>>
Year: 39, Villagers: 010, Body Count: 00.
Year: 40, Villagers: 010, Body Count: 00.
Year: 41, Villagers: 010, Body Count: 00.
Year: 42, Villagers: 010, Body Count: 00.
Year: 43, Villagers: 010, Body Count: 00.
Year: 44, Villagers: 008, Body Count: 02.
Year: 45, Villagers: 008, Body Count: 00.
Year: 46, Villagers: 008, Body Count: 00.
<<Sanctuary period: 10 years>>
Year: 47, Villagers: 008, Body Count: 00.
Year: 48, Villagers: 008, Body Count: 00.
Year: 49, Villagers: 008, Body Count: 00.
Year: 50, Villagers: 008, Body Count: 00.
Year: 51, Villagers: 008, Body Count: 00.
Year: 52, Villagers: 008, Body Count: 00.
Year: 53, Villagers: 008, Body Count: 00.
Year: 54, Villagers: 008, Body Count: 00.
Year: 55, Villagers: 008, Body Count: 00.
Year: 56, Villagers: 008, Body Count: 00.
Year: 57, Villagers: 008, Body Count: 00.
<<New Disease: [47,53,26], Fitness: 3776.16>>
Year: 58, Villagers: 008, Body Count: 00.
Year: 59, Villagers: 008, Body Count: 00.
Year: 60, Villagers: 008, Body Count: 00.
Year: 61, Villagers: 003, Body Count: 05.
Year: 62, Villagers: 002, Body Count: 01.
Year: 63, Villagers: 001, Body Count: 01.
Year: 64, Villagers: 000, Body Count: 01.
Total Body Count: 130, Total Diseases encountered: 3 Average Lifespan: 14 years.
