New Village Created!
Year: 01, Villagers: 500, Body Count: 00.
Year: 02, Villagers: 631, Body Count: 02.
Year: 03, Villagers: 788, Body Count: 01.
Year: 04, Villagers: 932, Body Count: 02.
Year: 05, Villagers: 1033, Body Count: 04.
Year: 06, Villagers: 1063, Body Count: 13.
Year: 07, Villagers: 1038, Body Count: 44.
Year: 08, Villagers: 931, Body Count: 116.
Year: 09, Villagers: 643, Body Count: 292.
Year: 10, Villagers: 425, Body Count: 219.
Year: 11, Villagers: 290, Body Count: 135.
Year: 12, Villagers: 196, Body Count: 94.
Year: 13, Villagers: 131, Body Count: 65.
Year: 14, Villagers: 094, Body Count: 37.
Year: 15, Villagers: 066, Body Count: 28.
Year: 16, Villagers: 046, Body Count: 21.
Year: 17, Villagers: 038, Body Count: 09.
Year: 18, Villagers: 031, Body Count: 09.
Year: 19, Villagers: 023, Body Count: 10.
Year: 20, Villagers: 015, Body Count: 09.
Year: 21, Villagers: 009, Body Count: 07.
Year: 22, Villagers: 006, Body Count: 03.
Year: 23, Villagers: 007, Body Count: 00.
Year: 24, Villagers: 008, Body Count: 00.
Year: 25, Villagers: 010, Body Count: 00.
Year: 26, Villagers: 005, Body Count: 06.
Year: 27, Villagers: 004, Body Count: 01.
Year: 28, Villagers: 000, Body Count: 04.
Total Body Count: 1131, Total Diseases encountered: 2 Average Lifespan: 8
