New Village Created!
<<Sanctuary period: 10 years>>
Year: 00, Villagers: 050, Body Count: 00.
Year: 01, Villagers: 062, Body Count: 00.
Year: 02, Villagers: 076, Body Count: 00.
Year: 03, Villagers: 090, Body Count: 00.
Year: 04, Villagers: 100, Body Count: 00.
Year: 05, Villagers: 103, Body Count: 00.
Year: 06, Villagers: 105, Body Count: 00.
Year: 07, Villagers: 105, Body Count: 00.
Year: 08, Villagers: 106, Body Count: 00.
Year: 09, Villagers: 107, Body Count: 00.
Year: 10, Villagers: 107, Body Count: 00.
<<New Disease: [87,13,46], Fitness: 73977.78>>
Year: 11, Villagers: 107, Body Count: 00.
Year: 12, Villagers: 105, Body Count: 02.
Year: 13, Villagers: 103, Body Count: 02.
Year: 14, Villagers: 100, Body Count: 03.
Year: 15, Villagers: 098, Body Count: 02.
Year: 16, Villagers: 093, Body Count: 05.
Year: 17, Villagers: 094, Body Count: 02.
Year: 18, Villagers: 091, Body Count: 09.
Year: 19, Villagers: 094, Body Count: 06.
Year: 20, Villagers: 102, Body Count: 06.
Year: 21, Villagers: 111, Body Count: 04.
<<New Disease: [74,26,42], Fitness: 125039>>
Year: 22, Villagers: 126, Body Count: 04.
Year: 23, Villagers: 120, Body Count: 21.
Year: 24, Villagers: 112, Body Count: 26.
Year: 25, Villagers: 090, Body Count: 30.
Year: 26, Villagers: 067, Body Count: 30.
Year: 27, Villagers: 049, Body Count: 23.
Year: 28, Villagers: 041, Body Count: 12.
Year: 29, Villagers: 037, Body Count: 07.
Year: 30, Villagers: 030, Body Count: 11.
Year: 31, Villagers: 027, Body Count: 06.
Year: 32, Villagers: 018, Body Count: 12.
Year: 33, Villagers: 008, Body Count: 10.
Year: 34, Villagers: 007, Body Count: 01.
<<Sanctuary period: 10 years>>
Year: 35, Villagers: 007, Body Count: 00.
Year: 36, Villagers: 007, Body Count: 00.
Year: 37, Villagers: 007, Body Count: 00.
Year: 38, Villagers: 007, Body Count: 00.
Year: 39, Villagers: 007, Body Count: 00.
Year: 40, Villagers: 007, Body Count: 00.
Year: 41, Villagers: 007, Body Count: 00.
Year: 42, Villagers: 007, Body Count: 00.
Year: 43, Villagers: 007, Body Count: 00.
Year: 44, Villagers: 007, Body Count: 00.
Year: 45, Villagers: 008, Body Count: 00.
<<New Disease: [48,52,40], Fitness: 2937.601>>
Year: 46, Villagers: 009, Body Count: 00.
Year: 47, Villagers: 012, Body Count: 00.
Year: 48, Villagers: 014, Body Count: 00.
Year: 49, Villagers: 018, Body Count: 00.
Year: 50, Villagers: 022, Body Count: 00.
Year: 51, Villagers: 024, Body Count: 00.
Year: 52, Villagers: 025, Body Count: 00.
Year: 53, Villagers: 026, Body Count: 00.
Year: 54, Villagers: 027, Body Count: 00.
Year: 55, Villagers: 028, Body Count: 00.
Year: 56, Villagers: 030, Body Count: 00.
Year: 57, Villagers: 031, Body Count: 00.
Year: 58, Villagers: 034, Body Count: 00.
Year: 59, Villagers: 038, Body Count: 00.
Year: 60, Villagers: 039, Body Count: 00.
Year: 61, Villagers: 040, Body Count: 00.
<<New Disease: [52,48,31], Fitness: 33881.46>>
Year: 62, Villagers: 037, Body Count: 03.
Year: 63, Villagers: 028, Body Count: 10.
Year: 64, Villagers: 017, Body Count: 12.
Year: 65, Villagers: 007, Body Count: 10.
Year: 66, Villagers: 003, Body Count: 04.
Year: 67, Villagers: 002, Body Count: 01.
<<Sanctuary period: 10 years>>
Year: 68, Villagers: 002, Body Count: 00.
Year: 69, Villagers: 002, Body Count: 00.
Year: 70, Villagers: 002, Body Count: 00.
Year: 71, Villagers: 002, Body Count: 00.
Year: 72, Villagers: 002, Body Count: 00.
Year: 73, Villagers: 002, Body Count: 00.
Year: 74, Villagers: 002, Body Count: 00.
Year: 75, Villagers: 002, Body Count: 00.
Year: 76, Villagers: 002, Body Count: 00.
Year: 77, Villagers: 002, Body Count: 00.
Year: 78, Villagers: 002, Body Count: 00.
<<New Disease: [55,45,27], Fitness: 961.35>>
Year: 79, Villagers: 002, Body Count: 00.
Year: 80, Villagers: 002, Body Count: 00.
Year: 81, Villagers: 000, Body Count: 02.
Total Body Count: 276, Total Diseases encountered: 5 Average Lifespan: 12 years.
