New Village Created!
Year: 01, Villagers: 500, Body Count: 00.
Year: 02, Villagers: 606, Body Count: 05.
Year: 03, Villagers: 735, Body Count: 15.
Year: 04, Villagers: 821, Body Count: 51.
Year: 05, Villagers: 755, Body Count: 160.
Year: 06, Villagers: 550, Body Count: 255.
Year: 07, Villagers: 398, Body Count: 173.
Year: 08, Villagers: 284, Body Count: 121.
Year: 09, Villagers: 206, Body Count: 78.
Year: 10, Villagers: 145, Body Count: 61.
Year: 11, Villagers: 101, Body Count: 44.
Year: 12, Villagers: 066, Body Count: 35.
Year: 13, Villagers: 047, Body Count: 19.
Year: 14, Villagers: 032, Body Count: 15.
Year: 15, Villagers: 023, Body Count: 09.
Year: 16, Villagers: 018, Body Count: 05.
Year: 17, Villagers: 012, Body Count: 06.
Year: 18, Villagers: 007, Body Count: 05.
Year: 19, Villagers: 004, Body Count: 03.
Year: 20, Villagers: 004, Body Count: 00.
Year: 21, Villagers: 004, Body Count: 00.
Year: 22, Villagers: 004, Body Count: 00.
Year: 23, Villagers: 004, Body Count: 00.
Year: 24, Villagers: 002, Body Count: 02.
Year: 25, Villagers: 001, Body Count: 01.
Year: 26, Villagers: 001, Body Count: 00.
Year: 27, Villagers: 000, Body Count: 01.
Total Body Count: 1064, Total Diseases encountered: 2 Average Lifespan: 5
