New Village Created!
<<Sanctuary period: 10 years>>
Year: 00, Villagers: 050, Body Count: 00.
Year: 01, Villagers: 064, Body Count: 00.
Year: 02, Villagers: 081, Body Count: 00.
Year: 03, Villagers: 091, Body Count: 00.
Year: 04, Villagers: 098, Body Count: 00.
Year: 05, Villagers: 103, Body Count: 00.
Year: 06, Villagers: 103, Body Count: 00.
Year: 07, Villagers: 103, Body Count: 00.
Year: 08, Villagers: 105, Body Count: 00.
Year: 09, Villagers: 107, Body Count: 00.
Year: 10, Villagers: 107, Body Count: 00.
<<New Disease: [37,63,23], Fitness: 27642.13>>
Year: 11, Villagers: 107, Body Count: 00.
Year: 12, Villagers: 107, Body Count: 00.
Year: 13, Villagers: 107, Body Count: 00.
Year: 14, Villagers: 107, Body Count: 00.
Year: 15, Villagers: 108, Body Count: 00.
Year: 16, Villagers: 112, Body Count: 00.
Year: 17, Villagers: 120, Body Count: 00.
Year: 18, Villagers: 125, Body Count: 04.
Year: 19, Villagers: 137, Body Count: 03.
Year: 20, Villagers: 153, Body Count: 05.
Year: 21, Villagers: 171, Body Count: 06.
<<New Disease: [40,60,26], Fitness: 157155>>
Year: 22, Villagers: 194, Body Count: 09.
Year: 23, Villagers: 210, Body Count: 07.
Year: 24, Villagers: 215, Body Count: 05.
Year: 25, Villagers: 221, Body Count: 04.
Year: 26, Villagers: 234, Body Count: 08.
Year: 27, Villagers: 249, Body Count: 05.
Year: 28, Villagers: 261, Body Count: 00.
Year: 29, Villagers: 270, Body Count: 00.
Year: 30, Villagers: 279, Body Count: 00.
Year: 31, Villagers: 289, Body Count: 00.
<<New Disease: [17,83,35], Fitness: 122367.5>>
Year: 32, Villagers: 302, Body Count: 02.
Year: 33, Villagers: 308, Body Count: 10.
Year: 34, Villagers: 278, Body Count: 37.
Year: 35, Villagers: 197, Body Count: 90.
Year: 36, Villagers: 152, Body Count: 56.
Year: 37, Villagers: 146, Body Count: 19.
Year: 38, Villagers: 155, Body Count: 08.
Year: 39, Villagers: 160, Body Count: 13.
Year: 40, Villagers: 170, Body Count: 12.
Year: 41, Villagers: 166, Body Count: 21.
Year: 42, Villagers: 163, Body Count: 16.
Year: 43, Villagers: 155, Body Count: 21.
Year: 44, Villagers: 139, Body Count: 25.
Year: 45, Villagers: 120, Body Count: 30.
Year: 46, Villagers: 111, Body Count: 19.
<<New Disease: [71,29,39], Fitness: 90901.2>>
Year: 47, Villagers: 096, Body Count: 23.
Year: 48, Villagers: 091, Body Count: 09.
Year: 49, Villagers: 088, Body Count: 09.
Year: 50, Villagers: 084, Body Count: 09.
Year: 51, Villagers: 080, Body Count: 08.
Year: 52, Villagers: 077, Body Count: 05.
Year: 53, Villagers: 077, Body Count: 01.
Year: 54, Villagers: 076, Body Count: 03.
Year: 55, Villagers: 076, Body Count: 01.
Year: 56, Villagers: 074, Body Count: 03.
Year: 57, Villagers: 073, Body Count: 01.
Year: 58, Villagers: 071, Body Count: 02.
Year: 59, Villagers: 067, Body Count: 04.
<<Sanctuary period: 10 years>>
Year: 60, Villagers: 059, Body Count: 08.
Year: 61, Villagers: 051, Body Count: 08.
Year: 62, Villagers: 037, Body Count: 14.
Year: 63, Villagers: 023, Body Count: 14.
Year: 64, Villagers: 011, Body Count: 12.
Year: 65, Villagers: 009, Body Count: 02.
Year: 66, Villagers: 009, Body Count: 00.
Year: 67, Villagers: 009, Body Count: 00.
Year: 68, Villagers: 009, Body Count: 00.
Year: 69, Villagers: 009, Body Count: 00.
Year: 70, Villagers: 009, Body Count: 00.
<<New Disease: [61,39,38], Fitness: 4357.98>>
Year: 71, Villagers: 008, Body Count: 01.
Year: 72, Villagers: 005, Body Count: 03.
Year: 73, Villagers: 002, Body Count: 03.
<<Sanctuary period: 10 years>>
Year: 74, Villagers: 002, Body Count: 00.
Year: 75, Villagers: 002, Body Count: 00.
Year: 76, Villagers: 002, Body Count: 00.
Year: 77, Villagers: 002, Body Count: 00.
Year: 78, Villagers: 002, Body Count: 00.
Year: 79, Villagers: 002, Body Count: 00.
Year: 80, Villagers: 002, Body Count: 00.
Year: 81, Villagers: 002, Body Count: 00.
Year: 82, Villagers: 002, Body Count: 00.
Year: 83, Villagers: 002, Body Count: 00.
Year: 84, Villagers: 002, Body Count: 00.
<<New Disease: [80,20,40], Fitness: 984>>
Year: 85, Villagers: 001, Body Count: 01.
<<Sanctuary period: 10 years>>
Year: 86, Villagers: 001, Body Count: 00.
Year: 87, Villagers: 001, Body Count: 00.
Year: 88, Villagers: 001, Body Count: 00.
Year: 89, Villagers: 000, Body Count: 01.
Total Body Count: 580, Total Diseases encountered: 6 Average Lifespan: 15 years.
