New Village Created!
<<Sanctuary period: 10 years>>
Year: 00, Villagers: 050, Body Count: 00.
Year: 01, Villagers: 063, Body Count: 00.
Year: 02, Villagers: 078, Body Count: 00.
Year: 03, Villagers: 089, Body Count: 00.
Year: 04, Villagers: 097, Body Count: 00.
Year: 05, Villagers: 102, Body Count: 00.
Year: 06, Villagers: 106, Body Count: 00.
Year: 07, Villagers: 108, Body Count: 00.
Year: 08, Villagers: 110, Body Count: 00.
Year: 09, Villagers: 111, Body Count: 00.
Year: 10, Villagers: 114, Body Count: 00.
<<New Disease: [42,58,42], Fitness: 23160.49>>
Year: 11, Villagers: 116, Body Count: 00.
Year: 12, Villagers: 117, Body Count: 00.
Year: 13, Villagers: 117, Body Count: 00.
Year: 14, Villagers: 117, Body Count: 00.
Year: 15, Villagers: 117, Body Count: 00.
Year: 16, Villagers: 118, Body Count: 00.
Year: 17, Villagers: 123, Body Count: 00.
Year: 18, Villagers: 128, Body Count: 05.
Year: 19, Villagers: 135, Body Count: 06.
Year: 20, Villagers: 142, Body Count: 06.
Year: 21, Villagers: 160, Body Count: 02.
<<New Disease: [63,37,43], Fitness: 138888.7>>
Year: 22, Villagers: 167, Body Count: 10.
Year: 23, Villagers: 176, Body Count: 11.
Year: 24, Villagers: 191, Body Count: 08.
Year: 25, Villagers: 178, Body Count: 28.
Year: 26, Villagers: 177, Body Count: 20.
Year: 27, Villagers: 168, Body Count: 22.
Year: 28, Villagers: 126, Body Count: 48.
Year: 29, Villagers: 090, Body Count: 39.
Year: 30, Villagers: 059, Body Count: 33.
Year: 31, Villagers: 031, Body Count: 30.
Year: 32, Villagers: 022, Body Count: 10.
Year: 33, Villagers: 013, Body Count: 10.
Year: 34, Villagers: 008, Body Count: 05.
Year: 35, Villagers: 005, Body Count: 03.
Year: 36, Villagers: 004, Body Count: 01.
Year: 37, Villagers: 003, Body Count: 01.
Year: 38, Villagers: 001, Body Count: 02.
Year: 39, Villagers: 001, Body Count: 00.
Year: 40, Villagers: 000, Body Count: 01.
Total Body Count: 301, Total Diseases encountered: 2 Average Lifespan: 12 years.
